Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Duration (ms)
0.686,0.384,11,-10.424,0,0.0719,0.629,0,0.153,0.544,81.412,121973
