,Artist,Album_type,Danceability,Energy,Key,Loudness,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Duration_ms,Stream
4546,Patricio Rey y sus Redonditos de Ricota,album,0.566,0.738,5,-6.682,0.0451,0.0734,0.000119,0.0431,0.821,80.475,176840,22874721
4547,Patricio Rey y sus Redonditos de Ricota,album,0.476,0.706,5,-10.136,0.217,0.0047,0.000118,0.267,0.488,169.491,334600,34924995
4548,Patricio Rey y sus Redonditos de Ricota,album,0.618,0.699,0,-5.696,0.0275,0.0109,0.00022,0.26,0.61,112.33,212400,41244848
4549,Patricio Rey y sus Redonditos de Ricota,album,0.641,0.677,7,-10.142,0.0327,0.0506,0.112,0.0687,0.896,120.666,247067,34499445
4550,Patricio Rey y sus Redonditos de Ricota,album,0.437,0.875,2,-5.366,0.0318,0.00363,0.000532,0.29,0.724,145.474,208400,27217177
4551,Patricio Rey y sus Redonditos de Ricota,album,0.718,0.529,7,-7.982,0.0265,0.006,0.0013,0.0526,0.479,106.092,220467,25521861
4552,Will Smith,album,0.881,0.874,6,-4.505,0.139,0.0175,1.14E-06,0.154,0.858,107.891,227933,283395621
4553,Will Smith,album,0.877,0.534,1,-6.178,0.15,0.0339,1.67E-05,0.0441,0.89,108.17,197560,288472630
4554,Will Smith,compilation,0.445,0.532,8,-8.018,0.0405,0.254,0,0.109,0.465,128.776,193096,78598561
4555,Will Smith,compilation,0.688,0.732,2,-6.162,0.0618,0.0536,0,0.145,0.665,97.703,155532,132610771
4556,Will Smith,compilation,0.409,0.765,10,-5.674,0.104,0.0574,0,0.0922,0.365,97.383,209667,89388208
4557,Will Smith,single,0.582,0.944,2,-0.928,0.185,0.00573,1.27E-06,0.547,0.8,143.97,207977,137965593
4558,Will Smith,album,0.801,0.581,5,-8.491,0.0681,0.0968,0.000318,0.0971,0.656,107.545,227267,123593517
4559,Will Smith,single,0.817,0.74,11,-4.566,0.283,0.266,0,0.0992,0.674,130.04,215151,200388707
4560,Will Smith,compilation,0.929,0.557,10,-9.404,0.289,0.166,0,0.19,0.685,102.93,226240,12857061
4561,Will Smith,album,0.877,0.885,1,-4.966,0.17,0.007,0.000497,0.557,0.517,102.507,196653,49409825
4562,PXNDX,album,0.488,0.897,8,-6.503,0.114,0.00904,5.91E-05,0.311,0.814,172.054,207787,157861000
4563,PXNDX,album,0.341,0.916,8,-4.842,0.0841,0.00144,0,0.231,0.578,159.925,194160,80592951
4564,PXNDX,album,0.384,0.891,7,-5.869,0.118,0.000169,0.0016,0.158,0.498,164.045,227347,66603441
4565,PXNDX,album,0.539,0.794,10,-7.638,0.0698,0.000819,0,0.106,0.603,122.065,238373,51873235
4566,PXNDX,album,0.331,0.758,3,-6.161,0.0608,0.139,2.69E-05,0.368,0.382,188.167,306027,36828500
4567,PXNDX,album,0.315,0.863,8,-7.12,0.0931,0.0031,0,0.0968,0.547,173.869,242627,38540625
4568,PXNDX,album,0.479,0.93,4,-4.759,0.0879,0.0317,0,0.0558,0.523,150.12,272733,30450919
4569,PXNDX,album,0.464,0.95,5,-4.555,0.0677,0.0589,2.61E-05,0.305,0.37,141.983,218387,30059201
4570,PXNDX,album,0.473,0.886,8,-6.836,0.128,0.000288,0,0.106,0.405,126.027,238173,26748000
4571,PXNDX,album,0.293,0.884,3,-4.19,0.0787,0.00151,1.02E-06,0.15,0.305,180.094,225147,15064802
4572,Heroes Del Silencio,album,0.374,0.85,4,-5.657,0.0404,0.0904,0,0.116,0.348,125.796,253187,144624027
4573,Heroes Del Silencio,album,0.458,0.746,11,-9.444,0.0318,0.0351,0,0.172,0.511,166.095,368320,190985285
4574,Heroes Del Silencio,album,0.698,0.605,9,-11.492,0.0302,0.313,0.000238,0.0783,0.8,134.092,248987,74732941
4575,Heroes Del Silencio,album,0.647,0.402,2,-9.14,0.0282,0.508,0,0.107,0.237,113.27,327427,86958488
4576,Heroes Del Silencio,album,0.444,0.889,7,-3.756,0.105,0.273,0.000278,0.193,0.633,169.907,231307,35240627
4577,Heroes Del Silencio,album,0.416,0.924,8,-3.836,0.0767,0.0302,0,0.0687,0.691,160.046,257360,39218224
4578,Heroes Del Silencio,album,0.494,0.858,9,-5.578,0.0811,0.215,0,0.0981,0.525,170.177,187520,18097379
4579,Heroes Del Silencio,album,0.518,0.872,2,-4.286,0.0317,0.0552,0.00107,0.117,0.468,140.349,241280,32558434
4580,Heroes Del Silencio,album,0.424,0.912,2,-3.074,0.0537,0.0124,0,0.126,0.464,145.412,287640,17215763
4581,Heroes Del Silencio,album,0.566,0.919,11,-2.697,0.0309,0.0205,6.45E-06,0.309,0.717,111.208,229267,17730713
4582,Bonnie Tyler,compilation,0.431,0.723,8,-5.887,0.0568,0.145,0,0.374,0.19,130.141,267360,565848495
4583,Bonnie Tyler,album,0.616,0.685,9,-15.289,0.04,0.0245,1.13E-05,0.0491,0.895,150.055,348333,320906356
4584,Bonnie Tyler,album,0.535,0.676,0,-6.361,0.0296,0.0381,0,0.0837,0.549,118.852,215160,112105532
4585,Bonnie Tyler,album,0.439,0.512,8,-12.871,0.0514,0.348,0,0.154,0.197,131.351,418000,59704806
4586,Bonnie Tyler,compilation,0.549,0.89,9,-7.973,0.0613,0.0057,0.00053,0.128,0.84,149.092,261341,25252784
4587,Bonnie Tyler,album,0.552,0.867,0,-4.066,0.0321,0.0258,0,0.121,0.495,116.976,198813,15163105
4588,Bonnie Tyler,album,0.63,0.52,0,-14.214,0.0319,0.39,0,0.265,0.781,125.572,316800,9534612
4589,Bonnie Tyler,album,0.459,0.765,8,-3.033,0.0422,0.55,0,0.115,0.284,135.96,231293,5469988
4590,Bonnie Tyler,album,0.524,0.676,8,-9.11,0.0698,0.0949,0,0.0836,0.638,95.949,229000,7477079
4591,Bonnie Tyler,album,0.545,0.702,4,-12.182,0.0542,0.0875,0.000405,0.198,0.496,119.976,248560,8515383
4592,Sir Simon Rattle,album,0.149,0.128,2,-20.459,0.0462,0.944,0.928,0.0703,0.113,47.362,415813,37112679
4593,Sir Simon Rattle,single,0.064,0.0735,10,-24.133,0.054,0.974,0.861,0.28,0.0306,72.616,537427,24001841
4594,Sir Simon Rattle,album,0.139,0.148,7,-18.882,0.0386,0.929,0.954,0.106,0.0788,142.536,306533,14647125
4595,Sir Simon Rattle,album,0.444,0.116,4,-23.172,0.041,0.977,0.868,0.0862,0.512,150.319,145613,16145328
4596,Sir Simon Rattle,album,0.422,0.0461,10,-26.781,0.04,0.977,0.839,0.0557,0.337,118.922,189085,12122349
4597,Sir Simon Rattle,album,0.317,0.0205,4,-31.8,0.0351,0.913,0.775,0.17,0.0463,111.004,145147,11510097
4598,Sir Simon Rattle,album,0.227,0.0227,11,-29.761,0.0432,0.988,0.909,0.103,0.04,84.99,498867,19481743
4599,Sir Simon Rattle,album,0.241,0.099,9,-26.281,0.0422,0.92,0.934,0.103,0.0986,106.902,227288,6929149
4600,Sir Simon Rattle,album,0.256,0.246,0,-21.403,0.049,0.901,0.297,0.578,0.639,62.102,134192,6539154
4601,Sir Simon Rattle,album,0.395,0.5,7,-15.975,0.0442,0.919,0.667,0.091,0.851,157.195,69120,7527716
4602,Boyz II Men,album,0.64,0.427,5,-9.29,0.0241,0.0664,0,0.0579,0.529,149.703,351467,249421736
4603,Boyz II Men,album,0.568,0.495,1,-8.964,0.0299,0.353,0,0.0839,0.303,128.234,281067,149580844
4604,Boyz II Men,album,0.567,0.501,2,-8.038,0.0241,0.0995,0,0.0986,0.2,142.589,236773,215943283
4605,Boyz II Men,album,0.631,0.516,8,-8.225,0.0353,0.413,0,0.115,0.18,116.654,329800,101789360
4606,Boyz II Men,album,0.754,0.857,2,-9.699,0.0605,0.0143,2.14E-05,0.278,0.785,114.144,235227,59573547
4607,Boyz II Men,album,0.362,0.268,6,-7.757,0.0399,0.909,0,0.15,0.394,81.912,243160,47292906
4608,Boyz II Men,compilation,0.697,0.409,0,-11.238,0.0369,0.685,2.83E-05,0.114,0.542,124.382,251133,19549390
4609,Boyz II Men,album,0.589,0.368,0,-12.979,0.0264,0.475,0,0.108,0.523,89.626,201400,43167338
4610,Boyz II Men,album,0.89,0.558,8,-3.036,0.0667,0.00133,0,0.0287,0.747,101.95,211840,15635771
4611,Boyz II Men,album,0.498,0.508,2,-5.883,0.0348,0.0325,0,0.136,0.199,74.866,290933,11128973
4612,Antônio Carlos Jobim,album,0.654,0.393,3,-13.392,0.129,0.865,2.97E-06,0.123,0.533,143.801,214366,129664764
4613,Antônio Carlos Jobim,album,0.793,0.372,10,-15.491,0.0509,0.687,0.573,0.105,0.482,120.134,233544,55027941
4614,Antônio Carlos Jobim,album,0.451,0.277,9,-11.615,0.059,0.876,0,0.118,0.783,116.679,164160,33501676
4615,Antônio Carlos Jobim,album,0.541,0.321,5,-14.418,0.0329,0.714,0.00345,0.101,0.549,133.531,200360,41110165
4616,Antônio Carlos Jobim,album,0.623,0.191,5,-22.171,0.0331,0.315,0.696,0.0587,0.646,121.189,145960,24731026
4617,Antônio Carlos Jobim,album,0.612,0.156,3,-15.823,0.0396,0.962,0.0026,0.102,0.415,131.09,304827,44497356
4618,Antônio Carlos Jobim,album,0.552,0.314,7,-20.681,0.0337,0.831,0.831,0.0861,0.873,144.921,176907,22443978
4619,Antônio Carlos Jobim,album,0.419,0.354,0,-13.401,0.0392,0.929,0.836,0.152,0.126,139.082,239613,5794250
4620,Antônio Carlos Jobim,album,0.65,0.322,7,-16.298,0.122,0.577,0.121,0.0712,0.448,136.007,162867,22893059
4621,Antônio Carlos Jobim,album,0.646,0.24,7,-20.377,0.0408,0.391,0.887,0.0811,0.917,143.967,200867,21779397
4622,Boston,album,0.377,0.681,7,-8.039,0.0298,0.00088,0.0023,0.0504,0.285,108.789,285133,632278059
4623,Boston,album,0.419,0.677,4,-6.183,0.0343,0.00101,9.99E-05,0.211,0.684,127.678,303587,162260550
4624,Boston,album,0.449,0.424,7,-14.06,0.0323,0.32,1.69E-06,0.107,0.259,125.494,256200,75931662
4625,Boston,album,0.197,0.796,2,-7.335,0.0645,0.000541,0.417,0.187,0.522,175.02,261387,68327595
4626,Boston,album,0.435,0.657,5,-8.868,0.0545,0.00983,0.00748,0.0923,0.209,118.704,467640,99086087
4627,Boston,album,0.487,0.838,4,-6.153,0.0431,0.00351,2.92E-05,0.377,0.655,136.741,180347,31883740
4628,Boston,album,0.359,0.717,2,-10.309,0.0405,0.015,0.00365,0.36,0.47,121.878,360333,36834885
4629,Boston,album,0.383,0.814,3,-7.23,0.0405,0.0011,0.00406,0.101,0.569,116.454,251733,24537445
4630,Boston,album,0.265,0.75,6,-7.338,0.0566,0.000708,0.000185,0.0969,0.364,131.464,227907,10960777
4631,Boston,album,0.488,0.634,2,-7.232,0.0346,0.00367,0,0.254,0.681,76.698,286680,12696524
4632,Kid Rock,album,0.7,0.864,7,-3.629,0.0283,0.0212,0,0.0956,0.887,102.997,297587,387780639
4633,Kid Rock,album,0.692,0.496,7,-7.332,0.0241,0.172,6.42E-06,0.107,0.376,97.945,298960,153156584
4634,Kid Rock,album,0.551,0.939,11,-5.371,0.171,0.00172,0.000239,0.109,0.367,90.592,265840,96097726
4635,Kid Rock,album,0.608,0.897,1,-2.921,0.291,0.085,0,0.108,0.868,166.652,257867,88194456
4636,Kid Rock,album,0.628,0.749,4,-5.18,0.03,0.0569,0.00204,0.134,0.31,129.2,327667,54141250
4637,Kid Rock,album,0.617,0.921,9,-3.2,0.179,0.161,0,0.0887,0.688,184.028,237507,26837334
4638,Kid Rock,album,0.766,0.681,7,-6.919,0.0565,0.151,8.68E-05,0.266,0.853,141.94,291800,25667489
4639,Kid Rock,album,0.592,0.917,9,-1.278,0.0275,0.00637,1.30E-06,0.112,0.682,127.439,264533,33209688
4640,Kid Rock,album,0.615,0.889,4,-2.539,0.0371,0.00388,0,0.0947,0.659,131.96,280347,31501100
4641,Kid Rock,album,0.671,0.933,1,-4.21,0.215,0.0463,0,0.123,0.455,92.329,332640,16350873
4642,The All-American Rejects,album,0.718,0.691,4,-6.44,0.0387,0.0159,0,0.0627,0.552,100.008,213107,474906192
4643,The All-American Rejects,album,0.465,0.954,10,-4.251,0.044,0.000346,5.38E-06,0.573,0.458,143.85,193653,343997810
4644,The All-American Rejects,album,0.518,0.916,3,-3.858,0.0454,0.000148,0,0.291,0.646,109.864,238880,214055383
4645,The All-American Rejects,album,0.553,0.717,7,-5.857,0.0318,6.48E-05,0.128,0.0385,0.318,127.947,233267,134499290
4646,The All-American Rejects,album,0.454,0.636,0,-4.731,0.0273,0.00228,0,0.154,0.313,87.89,244827,97451929
4647,The All-American Rejects,album,0.415,0.913,7,-5.361,0.0482,0.000543,3.02E-05,0.284,0.427,164.289,208600,23796923
4648,The All-American Rejects,album,0.496,0.849,0,-4.975,0.0368,0.000333,9.16E-06,0.354,0.828,171.965,228867,16412965
4649,The All-American Rejects,single,0.647,0.512,5,-4.162,0.0714,0.0017,5.97E-05,0.0689,0.695,135.171,183956,21391936
4650,The All-American Rejects,album,0.322,0.879,1,-3.297,0.0661,0.0316,0.081,0.267,0.227,179.911,300387,9330319
4651,The All-American Rejects,compilation,0.411,0.336,4,-7.999,0.0295,0.726,0,0.191,0.258,109.855,194067,7552913
4652,Dybbukk,single,0.632,0.322,8,-7.652,0.0465,0.0307,0.535,0.44,0.367,70.917,61176,62408547
4653,Dybbukk,single,0.758,0.488,1,-9.124,0.109,0.00468,0.294,0.418,0.399,137.506,140617,62573521
4654,Dybbukk,single,0.664,0.11,8,-21.273,0.0363,0.763,0.813,0.0913,0.281,100.062,138658,22145948
4655,Dybbukk,single,0.631,0.12,0,-21.463,0.0349,0.871,0.842,0.111,0.0742,118.84,133381,5358075
4656,Dybbukk,single,0.426,0.606,7,-12.203,0.0908,0.552,7.25E-05,0.17,0.213,143.777,203349,3306908
4657,Dybbukk,single,0.698,0.502,7,-8.716,0.0476,0.104,0.909,0.0633,0.818,85.022,73483,11947384
4658,Dybbukk,single,0.8,0.313,1,-13.494,0.135,0.531,0.945,0.108,0.217,114.902,87089,7529341
4659,Dybbukk,single,0.497,0.0672,0,-36.062,0.0331,0.989,0.899,0.112,0.702,154.121,78735,4013024
4660,Dybbukk,single,0.267,0.137,1,-30.893,0.0422,0.976,0.855,0.12,0.0399,69.347,285673,19326087
4661,Dybbukk,single,0.411,0.425,1,-14.486,0.0436,0.664,0.00165,0.113,0.0913,106.282,284096,20415617
4662,Kansas,album,0.475,0.322,7,-10.687,0.0283,0.367,0.00056,0.11,0.387,93.503,206267,529832569
4663,Kansas,album,0.482,0.786,7,-5.735,0.032,0.00321,8.88E-05,0.446,0.793,126.755,323000,505197082
4664,Kansas,compilation,0.406,0.683,0,-6.593,0.0327,0.00199,1.29E-05,0.383,0.821,126.737,205667,53705828
4665,Kansas,album,0.687,0.59,5,-5.204,0.0367,0.0889,0.000173,0.171,0.653,136.232,190760,12844393
4666,Kansas,album,0.641,0.629,2,-8.709,0.0328,0.208,1.58E-06,0.0674,0.253,118.129,207787,8416279
4667,Kansas,album,0.556,0.781,10,-5.535,0.0435,0.129,0,0.325,0.926,117.986,208667,4168440
4668,Kansas,album,0.151,0.664,11,-5.913,0.0334,0.0664,9.09E-06,0.115,0.196,171.207,287933,5098177
4669,Kansas,album,0.492,0.47,10,-14.237,0.0367,0.0156,0,0.659,0.665,113.22,201133,967816
4670,Kansas,album,0.448,0.612,4,-6.951,0.0366,0.0288,0,0.11,0.537,158.22,231907,3633526
4671,Kansas,album,0.427,0.73,9,-6.173,0.036,0.018,0.000364,0.218,0.553,106.255,386667,2945709
4672,Mecano,album,0.516,0.228,9,-13.467,0.0363,0.923,0,0.155,0.502,149.247,174947,156712396
4673,Mecano,album,0.735,0.497,1,-8.467,0.0265,0.655,0.000354,0.104,0.571,116.12,302493,122655229
4674,Mecano,album,0.45,0.527,1,-7.212,0.0341,0.695,8.31E-06,0.0685,0.569,179.474,259147,100576640
4675,Mecano,album,0.761,0.606,8,-5.887,0.0374,0.223,0.0021,0.0662,0.882,89.822,311160,76326054
4676,Mecano,album,0.713,0.923,4,-4.986,0.088,0.581,8.72E-05,0.109,0.937,118.439,152600,53154409
4677,Mecano,album,0.598,0.583,11,-7.742,0.0466,0.128,1.82E-06,0.175,0.808,177.755,269600,36634191
4678,Mecano,album,0.431,0.408,5,-8.465,0.0388,0.71,0,0.0972,0.188,145.248,247293,32778873
4679,Mecano,album,0.731,0.982,9,-4.451,0.053,0.117,0.000422,0.0616,0.882,144.802,256853,35551537
4680,Mecano,album,0.613,0.528,2,-9.635,0.0307,0.731,0.0843,0.302,0.384,90.964,302640,27861231
4681,Mecano,album,0.554,0.892,2,-7.149,0.138,0.336,0.0181,0.142,0.542,76.629,201187,21744574
4682,The Temptations,album,0.572,0.418,0,-10.738,0.0349,0.635,0,0.0961,0.694,104.566,165000,683928892
4683,The Temptations,album,0.763,0.656,0,-6.86,0.0417,0.549,0,0.125,0.926,118.394,156173,118495930
4684,The Temptations,compilation,0.817,0.405,10,-13.513,0.0811,0.451,0.0507,0.0468,0.898,121.467,419640,130351788
4685,The Temptations,album,0.425,0.242,0,-15.424,0.0267,0.88,0.0118,0.195,0.477,92.472,228160,81275170
4686,The Temptations,album,0.59,0.737,7,-5.867,0.0384,0.404,0,0.108,0.877,132.966,164160,92944392
4687,The Temptations,album,0.618,0.704,4,-4.686,0.0321,0.159,0.000262,0.358,0.741,124.218,165744,80672085
4688,The Temptations,album,0.388,0.449,3,-12.584,0.088,0.443,0,0.265,0.692,179.651,162707,27529384
4689,The Temptations,album,0.512,0.362,0,-9.661,0.0267,0.545,0.00133,0.0813,0.364,131.427,365720,12579355
4690,The Temptations,album,0.635,0.393,10,-11.894,0.0428,0.394,0,0.255,0.427,98.332,187333,19860322
4691,The Temptations,album,0.693,0.687,5,-12.909,0.0973,0.575,0,0.398,0.699,108.854,174933,23082936
4692,Heart,album,0.548,0.691,4,-13.553,0.0369,0.015,0.106,0.144,0.667,137.145,261933,335501752
4693,Heart,album,0.418,0.452,1,-13.099,0.0356,0.638,0.00026,0.0959,0.168,175.088,218733,290725288
4694,Heart,album,0.626,0.746,7,-8.832,0.0282,0.16,0,0.0618,0.8,102.896,310893,115067970
4695,Heart,album,0.427,0.459,9,-12.442,0.0332,0.116,0.000103,0.132,0.383,129.878,293440,122647487
4696,Heart,album,0.535,0.532,11,-9.865,0.0291,0.508,0,0.0868,0.3,79.106,254476,66461774
4697,Heart,album,0.246,0.631,2,-7.067,0.0377,0.295,0,0.321,0.3,160.633,221671,49470793
4698,Heart,album,0.435,0.444,7,-12.816,0.0336,0.159,0.000705,0.457,0.734,103.818,328360,44332442
4699,Heart,single,0.236,0.508,7,-11.523,0.0601,0.22,0.00174,0.983,0.308,86.882,478819,20148762
4700,Heart,album,0.497,0.409,0,-15.649,0.0335,0.142,0.000141,0.185,0.649,114.823,121707,8651261
4701,Heart,album,0.586,0.768,10,-7.479,0.0346,0.528,1.49E-06,0.328,0.675,96.241,246612,14968837
4702,Prezioso,single,0.67,0.896,1,-4.673,0.058,0.0342,3.21E-05,0.344,0.403,101.216,160000,353138077
4705,Prezioso,single,0.801,0.775,11,-5.231,0.0334,0.0665,1.74E-05,0.0475,0.917,120.057,160625,4391496
4706,Prezioso,single,0.478,0.787,9,-5.196,0.113,0.00508,0.00244,0.0522,0.383,103.563,156630,3836397
4707,Prezioso,single,0.597,0.994,9,-3.848,0.0321,0.0111,4.57E-05,0.121,0.761,139.958,225840,24075287
4708,Prezioso,single,0.755,0.892,5,-4.815,0.0625,0.0891,0.000141,0.0502,0.488,124.029,152903,10672667
4710,Prezioso,single,0.835,0.808,6,-4.658,0.0476,0.0819,0.000452,0.164,0.182,128.002,202146,37534860
4712,Sheryl Crow,album,0.82,0.528,9,-11.179,0.0321,0.111,0.0186,0.257,0.931,120.091,272107,151258597
4713,Sheryl Crow,compilation,0.608,0.785,11,-5.346,0.0472,0.00173,0,0.0762,0.806,117.983,200733,78678163
4714,Sheryl Crow,compilation,0.427,0.813,0,-9.02,0.0737,0.0713,0.109,0.873,0.344,106.859,134267,9999321
4715,Sheryl Crow,album,0.58,0.265,2,-15.267,0.0317,0.796,0.00019,0.11,0.583,154.595,189827,51767995
4716,Sheryl Crow,album,0.543,0.681,7,-7.091,0.0289,0.0482,8.43E-05,0.104,0.292,95.415,323400,110417272
4717,Sheryl Crow,album,0.717,0.733,4,-4.985,0.0427,0.0398,0,0.136,0.713,119.996,292307,69010638
4718,Sheryl Crow,single,0.411,0.859,4,-7.382,0.085,0.0671,0.00201,0.958,0.36,112.228,156173,1948126
4719,Sheryl Crow,album,0.592,0.865,7,-3.183,0.0282,0.0867,3.53E-06,0.103,0.659,124.278,234133,34658510
4720,Sheryl Crow,single,0.309,0.928,11,-6.886,0.0846,0.322,0.00197,0.984,0.513,74.272,95747,2057681
4721,Sheryl Crow,album,0.562,0.747,6,-7.797,0.0525,0.368,8.39E-06,0.97,0.554,133.742,208160,21757750
4722,Bone Thugs-N-Harmony,album,0.683,0.74,11,-6.041,0.0462,0.00228,0,0.238,0.65,129.515,281773,103041320
4723,Bone Thugs-N-Harmony,album,0.693,0.544,0,-10.32,0.0403,0.207,0,0.526,0.613,120.188,283493,15090812
4724,Bone Thugs-N-Harmony,album,0.679,0.509,4,-7.31,0.0617,0.0856,0,0.438,0.534,144.29,223547,163254184
4725,Bone Thugs-N-Harmony,album,0.772,0.695,7,-8.013,0.0735,0.00295,0,0.427,0.643,137.868,272440,54343088
4726,Bone Thugs-N-Harmony,album,0.729,0.581,5,-8.235,0.18,0.0777,3.81E-06,0.696,0.508,74.038,314680,93146151
4727,Bone Thugs-N-Harmony,album,0.727,0.71,4,-6.142,0.0742,0.0104,0,0.107,0.378,81.995,287480,70966626
4728,Bone Thugs-N-Harmony,album,0.746,0.727,11,-8.787,0.147,0.0775,0,0.585,0.517,152.084,344933,22857929
4729,Bone Thugs-N-Harmony,album,0.878,0.607,11,-9.032,0.149,0.0748,0,0.659,0.735,129.472,261773,18742100
4730,Bone Thugs-N-Harmony,album,0.846,0.357,6,-10.529,0.0571,0.514,0,0.389,0.608,100.567,249707,20935828
4731,Bone Thugs-N-Harmony,compilation,0.692,0.55,0,-8.553,0.216,0.00107,0.00662,0.089,0.204,170.266,325427,25378771
4732,Matchbox Twenty,album,0.521,0.673,8,-8.685,0.0284,0.00573,0,0.12,0.543,108.031,225947,219798163
4733,Matchbox Twenty,album,0.42,0.672,6,-7.902,0.027,0.0067,0,0.108,0.476,168.019,238667,231073299
4734,Matchbox Twenty,album,0.256,0.788,6,-5.263,0.0403,0.0298,0,0.707,0.429,80.718,228707,62007907
4735,Matchbox Twenty,album,0.544,0.659,9,-7.191,0.0298,0.427,1.33E-06,0.126,0.361,109.933,274933,98332841
4736,Matchbox Twenty,album,0.504,0.761,10,-5.446,0.0437,0.00628,0,0.0892,0.884,117.999,231693,66168984
4737,Matchbox Twenty,compilation,0.566,0.906,0,-5.092,0.0642,0.00452,0,0.21,0.787,83,212253,105116670
4738,Matchbox Twenty,compilation,0.442,0.793,9,-5.152,0.0347,0.0456,0,0.328,0.437,80.985,237267,133565537
4739,Matchbox Twenty,album,0.672,0.875,0,-3.728,0.0378,0.0136,0,0.279,0.676,118.014,232320,61537825
4740,Matchbox Twenty,album,0.458,0.822,8,-6.613,0.0431,0.00279,0,0.15,0.6,104.103,225667,32578415
4741,Matchbox Twenty,album,0.319,0.732,4,-4.475,0.0436,0.0134,0,0.658,0.2,80.195,234427,37901165
4742,kevoxx,album,0.752,0.818,4,-4.676,0.195,0.0169,2.04E-05,0.641,0.756,114.338,173382,8063571
4743,kevoxx,single,0.617,0.545,6,-10.145,0.398,0.125,0,0.569,0.612,108.027,191869,6631362
4744,kevoxx,single,0.459,0.513,1,-11.601,0.361,0.0975,0.0498,0.377,0.513,84.944,172231,45137554
4745,kevoxx,album,0.58,0.703,2,-7.614,0.154,0.381,0,0.242,0.695,56.599,156497,4302618
4746,kevoxx,single,0.657,0.589,6,-8.925,0.224,0.011,0,0.915,0.501,97.363,113574,3721724
4747,kevoxx,single,0.378,0.665,7,-9.371,0.0363,0.18,3.43E-05,0.273,0.244,112.998,213079,3973958
4748,kevoxx,single,0.773,0.343,9,-22.334,0.0751,0.119,0.0102,0.0512,0.895,139.917,205514,3604661
4749,kevoxx,single,0.59,0.554,9,-11.377,0.0425,0.0172,0,0.239,0.411,135.265,182962,8512699
4750,kevoxx,single,0.672,0.63,11,-7.893,0.0794,0.172,0.0273,0.162,0.447,103.668,131933,1635116
4751,kevoxx,single,0.44,0.895,10,-4.795,0.0779,0.00359,0.00554,0.209,0.614,146.288,152543,1363828
4752,Eddie Santiago,album,0.746,0.786,10,-7.273,0.0428,0.538,8.00E-06,0.0656,0.968,93.767,308040,185213608
4753,Eddie Santiago,album,0.639,0.729,10,-8.017,0.0378,0.471,2.78E-05,0.0823,0.795,165.39,297053,116044844
4754,Eddie Santiago,album,0.639,0.712,2,-7.046,0.047,0.481,1.25E-05,0.0778,0.944,158.939,283213,84666902
4755,Eddie Santiago,album,0.486,0.818,7,-7.497,0.0378,0.528,0.000791,0.189,0.894,85.792,295333,26886043
4756,Eddie Santiago,album,0.636,0.778,2,-7.244,0.0312,0.206,0.000176,0.222,0.909,161.488,281653,40739199
4757,Eddie Santiago,album,0.644,0.703,2,-6.94,0.0349,0.553,0.00142,0.0909,0.533,174.824,264933,25072413
4758,Eddie Santiago,album,0.691,0.654,0,-7.604,0.0402,0.677,0.000442,0.0696,0.875,178.518,299600,32041122
4759,Eddie Santiago,album,0.631,0.76,1,-8.869,0.0406,0.473,0.017,0.195,0.939,93.994,303107,28095669
4762,Diana Ross,album,0.72,0.828,5,-9.211,0.0462,0.185,0.429,0.0839,0.768,110.071,323347,224613047
4764,Diana Ross,album,0.873,0.855,5,-8.559,0.0615,0.179,0.0285,0.0377,0.884,107.868,245600,151170314
4765,Diana Ross,single,0.776,0.614,2,-7.666,0.0488,0.18,0,0.109,0.43,120.003,209013,9008101
4766,Diana Ross,album,0.806,0.6,11,-9.642,0.0329,0.091,0.000436,0.0836,0.756,127.814,227880,48800293
4768,Diana Ross,album,0.521,0.525,10,-9.581,0.0463,0.0306,2.20E-05,0.145,0.495,150.392,190440,32773176
4769,Diana Ross,single,0.776,0.676,11,-5.007,0.0511,0.114,3.29E-06,0.0687,0.774,110.017,229611,9587677
4770,Diana Ross,album,0.323,0.42,0,-10.658,0.0291,0.553,0.002,0.096,0.286,139.842,204493,24305212
4771,Diana Ross,album,0.355,0.615,6,-7.21,0.0314,0.454,0,0.0477,0.603,137.19,207413,15618149
4772,Xzibit,album,0.936,0.678,4,-3.012,0.21,0.0795,0,0.0838,0.822,96.911,255640,90283256
4773,Xzibit,album,0.841,0.739,11,-5.111,0.206,0.151,5.90E-05,0.0897,0.571,85.891,272507,62003558
4774,Xzibit,album,0.893,0.514,11,-5.08,0.283,0.18,0,0.0596,0.787,95.848,219160,36140110
4775,Xzibit,album,0.908,0.687,5,-5.202,0.301,0.416,0,0.12,0.855,92.889,276507,20140019
4776,Xzibit,album,0.909,0.74,1,-2.361,0.26,0.0562,0,0.0593,0.802,97.855,219840,25066008
4777,Xzibit,album,0.896,0.59,5,-3.644,0.208,0.0869,0,0.677,0.894,93.947,200760,9110753
4778,Xzibit,album,0.675,0.642,8,-10.237,0.351,0.856,0.0164,0.176,0.568,92.397,236307,21251962
4779,Xzibit,album,0.724,0.806,1,-6.843,0.295,0.0541,0,0.314,0.586,93.863,308907,12920688
4780,Xzibit,album,0.851,0.566,11,-2.851,0.408,0.301,0,0.0683,0.584,133.012,181918,4484927
4781,Xzibit,album,0.691,0.709,8,-5.489,0.235,0.0529,0.0122,0.388,0.558,89.922,206427,6884693
